ID_POST,Sentiment,Count,positive,negative,neutre
388023241225607_1364178866943368,negative,2,2,2,0
388023241225607_1364178866943368,positive,0,2,2,0
388023241225607_1364178866943368,neutre,2,2,2,0
388023241225607_1364184466942808,negative,5,5,6,4
388023241225607_1364184466942808,positive,4,5,6,4
388023241225607_1364184466942808,neutre,6,5,6,4
388023241225607_1364193296941925,negative,0,0,7,1
388023241225607_1364193296941925,positive,1,0,7,1
388023241225607_1364193296941925,neutre,7,0,7,1
388023241225607_1364198476941407,negative,2,2,9,3
388023241225607_1364198476941407,positive,3,2,9,3
388023241225607_1364198476941407,neutre,9,2,9,3
388023241225607_1364204730274115,negative,8,8,18,13
388023241225607_1364204730274115,positive,13,8,18,13
388023241225607_1364204730274115,neutre,18,8,18,13
388023241225607_1364212803606641,negative,56,56,73,79
388023241225607_1364212803606641,positive,79,56,73,79
388023241225607_1364212803606641,neutre,73,56,73,79
388023241225607_1364213176939937,negative,0,0,4,5
388023241225607_1364213176939937,positive,5,0,4,5
388023241225607_1364213176939937,neutre,4,0,4,5
388023241225607_1364383373589584,negative,25,25,26,36
388023241225607_1364383373589584,positive,36,25,26,36
388023241225607_1364383373589584,neutre,26,25,26,36
388023241225607_1365604120134176,negative,7,7,24,12
388023241225607_1365604120134176,positive,12,7,24,12
388023241225607_1365604120134176,neutre,24,7,24,12
388023241225607_1365695170125071,negative,8,8,32,12
388023241225607_1365695170125071,positive,12,8,32,12
388023241225607_1365695170125071,neutre,32,8,32,12
388023241225607_1365888603439061,negative,2,2,4,3
388023241225607_1365888603439061,positive,3,2,4,3
388023241225607_1365888603439061,neutre,4,2,4,3
388023241225607_1365921940102394,negative,7,7,12,11
388023241225607_1365921940102394,positive,11,7,12,11
388023241225607_1365921940102394,neutre,12,7,12,11
388023241225607_1366714883356433,negative,4,4,9,7
388023241225607_1366714883356433,positive,7,4,9,7
388023241225607_1366714883356433,neutre,9,4,9,7
388023241225607_1366806333347288,negative,0,0,18,14
388023241225607_1366806333347288,positive,14,0,18,14
388023241225607_1366806333347288,neutre,18,0,18,14
388023241225607_1366842726676982,negative,4,4,8,12
388023241225607_1366842726676982,positive,12,4,8,12
388023241225607_1366842726676982,neutre,8,4,8,12
388023241225607_1366975969996991,negative,0,0,0,1
388023241225607_1366975969996991,positive,1,0,0,1
388023241225607_1366975969996991,neutre,0,0,0,1
388023241225607_1366997116661543,negative,2,2,0,2
388023241225607_1366997116661543,positive,2,2,0,2
388023241225607_1366997116661543,neutre,0,2,0,2
388023241225607_1368778619816726,negative,0,0,0,1
388023241225607_1368778619816726,positive,1,0,0,1
388023241225607_1368778619816726,neutre,0,0,0,1
388023241225607_1369114873116434,negative,0,0,1,4
388023241225607_1369114873116434,positive,4,0,1,4
388023241225607_1369114873116434,neutre,1,0,1,4
388023241225607_1369923946368860,negative,0,0,1,0
388023241225607_1369923946368860,positive,0,0,1,0
388023241225607_1369923946368860,neutre,1,0,1,0
388023241225607_1369960956365159,negative,3,3,3,1
388023241225607_1369960956365159,positive,1,3,3,1
388023241225607_1369960956365159,neutre,3,3,3,1
388023241225607_1369963176364937,negative,1,1,2,0
388023241225607_1369963176364937,positive,0,1,2,0
388023241225607_1369963176364937,neutre,2,1,2,0
388023241225607_1370150003012921,negative,2,2,6,5
388023241225607_1370150003012921,positive,5,2,6,5
388023241225607_1370150003012921,neutre,6,2,6,5
388023241225607_1370167979677790,negative,5,5,304,7
388023241225607_1370167979677790,positive,7,5,304,7
388023241225607_1370167979677790,neutre,304,5,304,7
388023241225607_1370177736343481,negative,4,4,17,6
388023241225607_1370177736343481,positive,6,4,17,6
388023241225607_1370177736343481,neutre,17,4,17,6
388023241225607_1370182366343018,negative,4,4,17,6
388023241225607_1370182366343018,positive,6,4,17,6
388023241225607_1370182366343018,neutre,17,4,17,6
388023241225607_1370228576338397,negative,1,1,0,2
388023241225607_1370228576338397,positive,2,1,0,2
388023241225607_1370228576338397,neutre,0,1,0,2
388023241225607_1372184012809520,negative,3,3,3,4
388023241225607_1372184012809520,positive,4,3,3,4
388023241225607_1372184012809520,neutre,3,3,3,4
388023241225607_1372197489474839,negative,1,1,6,0
388023241225607_1372197489474839,positive,0,1,6,0
388023241225607_1372197489474839,neutre,6,1,6,0
388023241225607_1372208369473751,negative,0,0,5,0
388023241225607_1372208369473751,positive,0,0,5,0
388023241225607_1372208369473751,neutre,5,0,5,0
388023241225607_1372209626140292,negative,0,0,3,0
388023241225607_1372209626140292,positive,0,0,3,0
388023241225607_1372209626140292,neutre,3,0,3,0
388023241225607_1372211656140089,negative,1,1,2,0
388023241225607_1372211656140089,positive,0,1,2,0
388023241225607_1372211656140089,neutre,2,1,2,0
388023241225607_1372214002806521,negative,1,1,7,5
388023241225607_1372214002806521,positive,5,1,7,5
388023241225607_1372214002806521,neutre,7,1,7,5
388023241225607_1372220749472513,negative,1,1,5,3
388023241225607_1372220749472513,positive,3,1,5,3
388023241225607_1372220749472513,neutre,5,1,5,3
388023241225607_1372225502805371,negative,0,0,8,4
388023241225607_1372225502805371,positive,4,0,8,4
388023241225607_1372225502805371,neutre,8,0,8,4
388023241225607_1372230496138205,negative,0,0,9,7
388023241225607_1372230496138205,positive,7,0,9,7
388023241225607_1372230496138205,neutre,9,0,9,7
388023241225607_1372245519470036,negative,6,6,7,3
388023241225607_1372245519470036,positive,3,6,7,3
388023241225607_1372245519470036,neutre,7,6,7,3
388023241225607_1372262232801698,negative,0,0,1,1
388023241225607_1372262232801698,positive,1,0,1,1
388023241225607_1372262232801698,neutre,1,0,1,1
388023241225607_1372263716134883,negative,0,0,5,3
388023241225607_1372263716134883,positive,3,0,5,3
388023241225607_1372263716134883,neutre,5,0,5,3
388023241225607_1372269192801002,negative,1,1,3,4
388023241225607_1372269192801002,positive,4,1,3,4
388023241225607_1372269192801002,neutre,3,1,3,4
388023241225607_1372275432800378,negative,1,1,12,4
388023241225607_1372275432800378,positive,4,1,12,4
388023241225607_1372275432800378,neutre,12,1,12,4
388023241225607_1372284242799497,negative,3,3,20,3
388023241225607_1372284242799497,positive,3,3,20,3
388023241225607_1372284242799497,neutre,20,3,20,3
388023241225607_1372291566132098,negative,3,3,21,17
388023241225607_1372291566132098,positive,17,3,21,17
388023241225607_1372291566132098,neutre,21,3,21,17
388023241225607_1372295669465021,negative,1,1,10,2
388023241225607_1372295669465021,positive,2,1,10,2
388023241225607_1372295669465021,neutre,10,1,10,2
388023241225607_1372297516131503,negative,36,36,195,146
388023241225607_1372297516131503,positive,146,36,195,146
388023241225607_1372297516131503,neutre,195,36,195,146
388023241225607_1373007672727154,negative,0,0,0,1
388023241225607_1373007672727154,positive,1,0,0,1
388023241225607_1373007672727154,neutre,0,0,0,1
388023241225607_1373020509392537,negative,2,2,7,12
388023241225607_1373020509392537,positive,12,2,7,12
388023241225607_1373020509392537,neutre,7,2,7,12
388023241225607_1373021682725753,negative,2,2,7,12
388023241225607_1373021682725753,positive,12,2,7,12
388023241225607_1373021682725753,neutre,7,2,7,12
388023241225607_1373025472725374,negative,5,5,13,11
388023241225607_1373025472725374,positive,11,5,13,11
388023241225607_1373025472725374,neutre,13,5,13,11
388023241225607_1373064882721433,negative,2,2,8,9
388023241225607_1373064882721433,positive,9,2,8,9
388023241225607_1373064882721433,neutre,8,2,8,9
388023241225607_1373327939361794,negative,0,0,1,0
388023241225607_1373327939361794,positive,0,0,1,0
388023241225607_1373327939361794,neutre,1,0,1,0
388023241225607_1374078835953371,negative,1,1,6,4
388023241225607_1374078835953371,positive,4,1,6,4
388023241225607_1374078835953371,neutre,6,1,6,4
388023241225607_1374226132605308,negative,0,0,2,5
388023241225607_1374226132605308,positive,5,0,2,5
388023241225607_1374226132605308,neutre,2,0,2,5
388023241225607_1374260895935165,negative,0,0,2,1
388023241225607_1374260895935165,positive,1,0,2,1
388023241225607_1374260895935165,neutre,2,0,2,1
388023241225607_1375063632521558,negative,1,1,18,66
388023241225607_1375063632521558,positive,66,1,18,66
388023241225607_1375063632521558,neutre,18,1,18,66
388023241225607_1376023149092273,negative,1,1,20,170
388023241225607_1376023149092273,positive,170,1,20,170
388023241225607_1376023149092273,neutre,20,1,20,170
388023241225607_1376293145731940,negative,1,1,0,0
388023241225607_1376293145731940,positive,0,1,0,0
388023241225607_1376293145731940,neutre,0,1,0,0
388023241225607_1376906815670573,negative,0,0,2,2
388023241225607_1376906815670573,positive,2,0,2,2
388023241225607_1376906815670573,neutre,2,0,2,2
388023241225607_1376950248999563,negative,0,0,2,1
388023241225607_1376950248999563,positive,1,0,2,1
388023241225607_1376950248999563,neutre,2,0,2,1
388023241225607_1376977402330181,negative,1,1,1,3
388023241225607_1376977402330181,positive,3,1,1,3
388023241225607_1376977402330181,neutre,1,1,1,3
388023241225607_1376981458996442,negative,0,0,6,6
388023241225607_1376981458996442,positive,6,0,6,6
388023241225607_1376981458996442,neutre,6,0,6,6
388023241225607_1377043782323543,negative,0,0,2,2
388023241225607_1377043782323543,positive,2,0,2,2
388023241225607_1377043782323543,neutre,2,0,2,2
388023241225607_1377046932323228,negative,0,0,1,1
388023241225607_1377046932323228,positive,1,0,1,1
388023241225607_1377046932323228,neutre,1,0,1,1
388023241225607_1377073592320562,negative,5,5,308,12
388023241225607_1377073592320562,positive,12,5,308,12
388023241225607_1377073592320562,neutre,308,5,308,12
388023241225607_1377214605639794,negative,0,0,0,2
388023241225607_1377214605639794,positive,2,0,0,2
388023241225607_1377214605639794,neutre,0,0,0,2
388023241225607_1377256995635555,negative,2,2,11,4
388023241225607_1377256995635555,positive,4,2,11,4
388023241225607_1377256995635555,neutre,11,2,11,4
388023241225607_1378295945531660,negative,4,4,7,3
388023241225607_1378295945531660,positive,3,4,7,3
388023241225607_1378295945531660,neutre,7,4,7,3
388023241225607_1378904862137435,negative,1,1,3,5
388023241225607_1378904862137435,positive,5,1,3,5
388023241225607_1378904862137435,neutre,3,1,3,5
388023241225607_1379114698783118,negative,1,1,3,1
388023241225607_1379114698783118,positive,1,1,3,1
388023241225607_1379114698783118,neutre,3,1,3,1
388023241225607_1379119462115975,negative,0,0,3,1
388023241225607_1379119462115975,positive,1,0,3,1
388023241225607_1379119462115975,neutre,3,0,3,1
388023241225607_1379124032115518,negative,1,1,1,0
388023241225607_1379124032115518,positive,0,1,1,0
388023241225607_1379124032115518,neutre,1,1,1,0
388023241225607_1379126305448624,negative,0,0,0,1
388023241225607_1379126305448624,positive,1,0,0,1
388023241225607_1379126305448624,neutre,0,0,0,1
388023241225607_1379127425448512,negative,0,0,1,1
388023241225607_1379127425448512,positive,1,0,1,1
388023241225607_1379127425448512,neutre,1,0,1,1
388023241225607_1379127855448469,negative,0,0,4,1
388023241225607_1379127855448469,positive,1,0,4,1
388023241225607_1379127855448469,neutre,4,0,4,1
388023241225607_1379131458781442,negative,1,1,1,1
388023241225607_1379131458781442,positive,1,1,1,1
388023241225607_1379131458781442,neutre,1,1,1,1
388023241225607_1379133025447952,negative,0,0,5,0
388023241225607_1379133025447952,positive,0,0,5,0
388023241225607_1379133025447952,neutre,5,0,5,0
388023241225607_1379136368780951,negative,1,1,4,2
388023241225607_1379136368780951,positive,2,1,4,2
388023241225607_1379136368780951,neutre,4,1,4,2
388023241225607_1379138775447377,negative,0,0,1,3
388023241225607_1379138775447377,positive,3,0,1,3
388023241225607_1379138775447377,neutre,1,0,1,3
388023241225607_1379141872113734,negative,0,0,6,2
388023241225607_1379141872113734,positive,2,0,6,2
388023241225607_1379141872113734,neutre,6,0,6,2
388023241225607_1379147495446505,negative,0,0,1,2
388023241225607_1379147495446505,positive,2,0,1,2
388023241225607_1379147495446505,neutre,1,0,1,2
388023241225607_1379148348779753,negative,1,1,0,0
388023241225607_1379148348779753,positive,0,1,0,0
388023241225607_1379148348779753,neutre,0,1,0,0
388023241225607_1379149318779656,negative,3,3,9,5
388023241225607_1379149318779656,positive,5,3,9,5
388023241225607_1379149318779656,neutre,9,3,9,5
388023241225607_1379160865445168,negative,0,0,3,0
388023241225607_1379160865445168,positive,0,0,3,0
388023241225607_1379160865445168,neutre,3,0,3,0
388023241225607_1379175052110416,negative,0,0,0,1
388023241225607_1379175052110416,positive,1,0,0,1
388023241225607_1379175052110416,neutre,0,0,0,1
388023241225607_1379175482110373,negative,0,0,3,1
388023241225607_1379175482110373,positive,1,0,3,1
388023241225607_1379175482110373,neutre,3,0,3,1
388023241225607_1379182872109634,negative,3,3,5,8
388023241225607_1379182872109634,positive,8,3,5,8
388023241225607_1379182872109634,neutre,5,3,5,8
388023241225607_1379183678776220,negative,4,4,6,4
388023241225607_1379183678776220,positive,4,4,6,4
388023241225607_1379183678776220,neutre,6,4,6,4
388023241225607_1379189645442290,negative,2,2,4,3
388023241225607_1379189645442290,positive,3,2,4,3
388023241225607_1379189645442290,neutre,4,2,4,3
388023241225607_1379190218775566,negative,9,9,15,6
388023241225607_1379190218775566,positive,6,9,15,6
388023241225607_1379190218775566,neutre,15,9,15,6
388023241225607_1379198235441431,negative,1,1,2,0
388023241225607_1379198235441431,positive,0,1,2,0
388023241225607_1379198235441431,neutre,2,1,2,0
388023241225607_1379202412107680,negative,5,5,5,3
388023241225607_1379202412107680,positive,3,5,5,3
388023241225607_1379202412107680,neutre,5,5,5,3
388023241225607_1379213732106548,negative,21,21,18,19
388023241225607_1379213732106548,positive,19,21,18,19
388023241225607_1379213732106548,neutre,18,21,18,19
388023241225607_1379880265373228,negative,2,2,0,0
388023241225607_1379880265373228,positive,0,2,0,0
388023241225607_1379880265373228,neutre,0,2,0,0
388023241225607_1379993518695236,negative,2,2,3,5
388023241225607_1379993518695236,positive,5,2,3,5
388023241225607_1379993518695236,neutre,3,2,3,5
388023241225607_1380020638692524,negative,2,2,5,4
388023241225607_1380020638692524,positive,4,2,5,4
388023241225607_1380020638692524,neutre,5,2,5,4
388023241225607_1380100655351189,negative,8,8,5,18
388023241225607_1380100655351189,positive,18,8,5,18
388023241225607_1380100655351189,neutre,5,8,5,18
388023241225607_1380821908612397,negative,1,1,1,3
388023241225607_1380821908612397,positive,3,1,1,3
388023241225607_1380821908612397,neutre,1,1,1,3
388023241225607_1380964211931500,negative,10,10,39,24
388023241225607_1380964211931500,positive,24,10,39,24
388023241225607_1380964211931500,neutre,39,10,39,24
388023241225607_1381070305254224,negative,0,0,13,3
388023241225607_1381070305254224,positive,3,0,13,3
388023241225607_1381070305254224,neutre,13,0,13,3
388023241225607_1381746815186573,negative,1,1,2,1
388023241225607_1381746815186573,positive,1,1,2,1
388023241225607_1381746815186573,neutre,2,1,2,1
388023241225607_1381761481851773,negative,2,2,4,8
388023241225607_1381761481851773,positive,8,2,4,8
388023241225607_1381761481851773,neutre,4,2,4,8
388023241225607_1382674191760502,negative,0,0,2,0
388023241225607_1382674191760502,positive,0,0,2,0
388023241225607_1382674191760502,neutre,2,0,2,0
388023241225607_1382738618420726,negative,3,3,19,7
388023241225607_1382738618420726,positive,7,3,19,7
388023241225607_1382738618420726,neutre,19,3,19,7
